intensity0	intensity30	intensity60	intensity90
5.6	6	6	5.6
5.6	6	6	5.6
5.6	6	6	5.6
5.6	6	6	5.6
6	6	6	6
6	6	6	6
6	6	6	6
6	6	6	6
6	6	6	6
6.4	6	6	6
6.8	6.4	6.4	6.4
6.8	6.8	6.8	6.8
7.2	6.8	7.2	7.2
7.2	7.2	7.2	7.2
7.6	7.2	7.6	7.2
7.6	7.2	7.6	7.2
8	8	7.6	8
8	8	7.6	8
8	8	7.6	8
8	8	8	8
8.4	8	8	8
8.8	8.4	8.4	8
8.8	8.8	8.8	8.4
8.8	8.8	8.8	8.8
9.2	8.8	9.2	9.2
9.2	8.8	9.6	9.2
9.6	9.2	9.6	9.6
10	9.6	10	10
10.4	10	10.4	10.4
10.8	10.4	10.4	10.8
11.2	10.8	10.8	11.2
11.6	11.2	11.2	11.2
12	11.6	11.6	11.6
12	12	12	12
12.4	12	12	12.4
12.8	12.4	12.4	12.4
13.2	12.4	12.4	12.8
13.6	12.8	12.8	13.2
14	13.2	13.2	13.6
14.4	13.6	13.6	14
14.8	14	14	14.4
15.2	14.4	14.4	14.8
15.2	14.8	14.8	15.2
15.2	15.2	15.2	15.2
15.6	15.6	15.2	15.6
16	15.6	15.6	16
16.4	16	16	16.4
16.8	16	16.4	16.4
16.8	16.4	16.4	16.4
17.2	16.8	16.8	16.8
17.2	17.2	17.2	17.2
17.6	17.2	17.2	17.2
17.6	17.2	17.6	17.6
18	17.6	17.6	17.6
18	17.6	17.6	17.6
18	17.6	17.6	18
18.4	18	18	18.4
18.4	18	18	18.4
18.8	18.4	18.4	18.4
18.8	18.4	18.4	18.8
18.8	18.8	18.8	18.8
18.8	18.8	18.8	18.8
18.8	18.8	18.8	18.8
18.8	18.8	18.8	18.8
19.2	18.8	18.8	18.8
19.6	18.8	18.8	18.8
19.6	18.8	18.8	19.2
19.6	18.8	18.8	19.2
19.6	18.8	18.8	19.6
19.6	18.8	18.8	19.6
19.6	18.8	18.8	19.6
19.6	18.8	18.8	19.6
19.6	18.8	18.8	19.2
19.6	18.8	18.8	19.2
19.6	18.8	18.8	19.6
19.6	18.8	18.8	19.6
19.6	18.8	18.8	19.6
19.6	18.8	18.8	19.6
19.2	18.8	18.8	19.2
19.2	18.8	18.8	19.2
19.6	19.2	19.2	19.6
19.2	19.2	19.2	19.6
19.2	19.2	19.2	19.6
19.2	19.2	19.2	19.2
19.2	18.8	19.2	19.2
19.2	18.4	18.8	18.8
19.2	18.4	18.4	18.8
18.8	18.4	18.4	18.4
18.8	18.4	18.4	18.4
18.8	18.4	18.4	18.4
18.4	18.4	18.4	18.4
18.4	18	18	18.4
18.4	17.6	17.6	18
18	17.6	17.6	17.6
17.6	17.6	17.6	17.6
17.6	17.2	17.6	17.6
17.6	17.2	17.6	17.6
17.2	16.8	17.2	17.2
17.2	16.8	16.8	17.2
16.8	16.4	16.4	16.8
16.8	16	16	16.4
16.4	15.6	15.6	16
16	15.2	15.6	15.6
15.6	15.2	15.2	15.2
15.2	14.8	14.8	14.8
14.8	14.4	14.8	14.4
14.4	14.4	14.4	14.4
14.4	14	14	14
14	13.6	13.6	13.6
13.6	13.6	13.6	13.6
13.6	13.2	13.2	13.2
13.2	12.8	12.8	12.8
12.8	12.4	12.4	12.4
12.4	12	12	12
12	12	12	11.6
11.6	11.6	11.6	11.2
11.2	11.2	11.2	11.2
11.2	11.2	11.2	10.8
10.8	10.8	10.8	10.4
10.4	10.4	10.4	10
10	10	10	9.6
9.6	9.6	9.6	9.6
9.2	9.2	9.2	9.2
8.8	8.8	8.8	8.8
8.8	8.8	8.8	8.8
8.4	8.4	8.8	8.4
8	8.4	8.8	8.4
8	8	8.4	8
8	8	8	8
8	8	8	8
8	8	8	8
7.6	8	8	8
7.6	8	8	7.6
7.6	7.6	7.6	7.6
7.6	7.6	7.2	7.2
7.6	7.2	7.2	7.2
7.2	7.2	7.2	7.2
7.2	7.2	7.2	7.2
7.2	7.2	7.2	7.2
7.2	7.2	7.2	6.8
7.2	6.8	7.2	6.4
6.8	6.4	6.8	6.4
6.4	6.4	6.4	6.4
6.4	6.4	6.4	6.4
6.4	6.4	6.4	6.4
6.4	6.4	6.4	6.4
6.4	6.4	6.4	6.4
6.4	6.4	6.4	6.4
6.4	6.4	6.4	6.4
6	6	6.4	6.4
6	6	6.4	6.4
6	6	6.4	6.4
6	6	6.4	6.4
6	6	6.4	6
6	6	6.4	6
6	6	6.4	6
6	6	6.4	6
6	6	6.4	6
6	6	6.4	6
6	6	6.4	6
6	6	6.4	6
6	6	6.4	6
6.4	6.4	6.8	6
6.8	6.8	6.8	6
7.2	6.8	6.8	6.4
7.2	7.2	6.8	6.8
7.6	7.2	7.2	7.2
7.6	7.6	7.6	7.6
8	8	8	7.6
8.4	8.4	8	8
8.8	8.8	8.4	8.4
9.2	8.8	8.8	8.8
9.6	9.2	9.2	9.2
10	10	9.6	9.6
10.8	10.8	10.4	10.4
11.6	11.6	11.2	10.8
12	12	12	11.6
13.2	12.8	12.8	12.4
14	13.6	13.6	13.2
14.8	14.4	14.4	14.4
15.6	15.6	15.6	15.2
16.4	16.4	16.4	16.4
17.2	17.2	17.6	17.2
18	18	18	18
18.4	18.4	18.4	18.8
18.8	18.8	19.2	19.6
18.8	18.8	20	20
18.8	18.8	20	20.4
18.8	18.8	20	20.4
18.8	18.8	19.6	20.4
18.4	18.8	19.2	20
18	18	18.8	19.6
17.2	17.6	18	18.8
16.8	16.8	17.2	18
16	16	16.4	17.2
15.2	15.2	15.6	16.4
14.4	14.4	14.8	15.6
13.6	14	14.4	14.8
13.2	13.2	13.6	14
12.4	12.8	12.8	13.2
12	12.4	12.4	12.4
11.6	11.6	11.6	12
11.2	11.2	11.2	11.6
10.4	10.4	10.8	10.8
10	10	10.4	10.4
9.6	9.6	10	10
9.6	9.6	9.6	9.6
9.2	9.2	9.6	9.6
9.2	9.2	9.6	9.2
9.2	8.8	9.2	9.2
8.8	8.8	9.2	9.2
8.8	8.8	9.2	9.2
8.8	8.8	9.2	9.2
8.8	8.8	8.8	9.2
8.8	8.8	8.8	9.2
8.4	8.8	8.8	9.2
8.4	8.4	8.8	8.8
8	8	8.8	8.8
8	8	8.4	8.8
8	8	8	8.8
8	8	8	8.8
8	8	8	8.4
8.4	8.4	8	8.4
8.4	8.4	8.4	8.4
8.8	8.8	8.8	8.8
9.2	9.2	9.2	9.2
9.6	9.6	9.6	9.6
10.4	10.4	10.4	10
11.2	11.2	11.2	10.8
12	12	11.6	11.6
12.8	12.8	12.4	12
13.6	13.6	13.2	12.8
14.4	14.4	14	14
15.2	15.2	15.2	15.2
16.4	16.4	16	16.4
17.2	17.2	17.2	17.6
18	17.6	18	18.4
18.4	18	18	18.4
18.4	18	18	18.4
18	17.6	17.6	18
17.2	17.2	17.2	17.6
16.4	16.4	16.4	16.8
15.6	15.6	15.6	16
14.4	14.8	14.8	15.2
13.6	14	14	14.4
12.8	13.2	13.2	13.2
12	12	12.4	12
10.8	11.2	11.2	11.2
10	10.4	10.4	10.4
9.2	9.6	9.6	9.2
8.4	8.8	8.8	8.4
7.6	8.4	8	8
7.2	8	7.6	7.6
7.2	7.6	7.2	7.2
7.2	7.2	7.2	7.2
6.8	6.8	6.8	6.8
6.4	6.4	6.4	6.4
6.4	6.4	6.4	6.4
6.4	6.4	6.4	6.4
6.4	6.4	6.4	6.4
6.4	6.4	6.4	6.4
6.4	6.4	6.4	6.4
6.8	6.4	6.8	6.4
6.8	6.4	6.8	6.8
7.2	6.8	7.2	6.8
7.6	7.2	7.2	6.8
8	7.6	7.6	7.2
8.8	8.4	8.4	8
9.6	9.2	9.2	8.8
10.8	10.4	10.4	10
12	11.6	11.6	11.2
13.2	12.8	12.8	12.4
14.8	14.8	14.8	14.4
15.6	15.2	15.2	15.2
16	15.6	16	16
16.4	16	16.4	16.8
16.4	16	16.4	17.2
16	15.6	16.4	16.8
15.6	15.2	16	16.4
14.8	14.8	15.2	15.6
14	14.4	14.8	14.8
13.2	13.6	13.6	14
12.4	12.8	12.8	13.2
11.6	12	12	12.4
10.8	11.2	11.2	11.6
10.4	10.4	10.8	10.8
9.6	10	10	10.4
9.2	9.6	9.6	10
9.2	9.2	9.2	9.6
8.8	8.8	8.8	9.2
8.4	8.4	8.8	9.2
8	8	8.4	8.8
8	8	8.4	8.8
8	8	8	8.4
8	8	8	8
8	8	8	8
8	8	8	8
8	8	8	8
8	8.4	8.4	8
8.4	8.8	8.8	8.4
9.2	9.6	9.2	9.2
10.4	10.4	10	10
11.6	11.2	11.2	11.2
12.8	12.4	12.4	12.4
14	13.6	13.6	13.6
14.8	14.4	14.4	14.4
15.6	15.2	15.2	15.6
15.6	15.6	15.6	16
15.6	15.6	15.6	16.4
15.2	15.2	15.2	16
14.8	14.8	14.8	15.6
14	14	14	14.8
12.8	13.2	13.2	13.6
12	12.4	12.4	12.4
11.2	11.2	11.6	11.2
10	10.4	10.8	10.4
9.2	9.6	9.6	9.6
8.4	8.8	8.8	8.8
7.6	8	8	8
6.8	7.2	7.6	7.2
6.4	6.8	6.8	6.8
6	6.4	6.4	6.4
6	6.4	6.4	6
5.6	6	6	5.6
6	6	6	5.6
6	6	6	5.6
6	6	6	6
6.4	6.4	6.4	6
7.2	7.2	7.2	6.4
8	8	8	7.2
9.2	9.2	8.8	8
10.4	10.4	10	9.2
12	11.6	11.2	10.8
13.2	12.8	12.4	12
14	13.6	13.6	13.2
14.4	14	14.4	14
15.2	14.8	15.2	15.2
14.8	14.4	14.8	14.8
14	13.6	14.4	14.4
13.2	12.8	13.6	13.6
12.4	12	12.8	13.2
11.2	11.2	12	12.4
10.4	10.8	11.2	11.2
9.6	10	10.4	10.4
9.2	9.6	9.6	10
8.8	8.8	9.2	9.2
8.4	8.4	8.8	8.8
8	8	8.4	8.4
7.6	7.6	8	8
7.2	7.2	7.6	7.6
7.2	7.2	7.2	7.2
7.2	7.2	7.2	7.2
7.2	7.2	7.2	7.2
7.6	7.6	7.6	7.2
8	8	8	7.6
8.4	8.4	8.4	8
9.6	9.6	9.2	9.2
10.8	10.8	10.4	10
12	12	11.6	11.2
12.8	12.8	12.8	12.4
13.6	13.6	13.6	13.6
14	13.6	14	14
13.6	13.6	14	14
13.2	13.2	13.2	13.6
12.4	12.4	12.8	13.2
11.2	11.6	12	12.4
10.4	10.8	11.2	11.2
9.2	10	10	10
8.4	8.8	9.2	8.8
7.2	8	8.4	8
6.8	7.2	7.2	7.2
6.4	6.4	6.4	6.4
6	6	6	6
5.6	6	5.6	5.6
5.6	5.6	5.6	5.6
5.6	5.6	5.6	5.6
5.6	5.6	5.6	5.6
6	5.6	5.6	5.6
6.4	6.4	6	6
7.6	7.2	6.8	6.4
8.8	8.4	8	7.6
10.4	9.6	9.6	8.8
11.6	10.8	10.8	10.4
12.4	11.6	11.6	11.6
12.8	12.4	12.4	12.4
12.8	12.4	12.4	12.8
12.4	12.4	12.4	13.2
12	12	12	12.8
11.2	11.6	11.6	12.4
10.4	10.8	10.8	11.6
9.6	10	10	10.4
8.8	9.2	9.2	9.6
8.4	8.4	8.8	8.8
7.6	8	8	8.4
7.2	7.6	7.6	8
6.8	7.2	7.2	7.6
6.4	6.8	7.2	7.2
6.4	6.4	6.8	7.2
6.4	6.4	6.8	7.2
6.8	6.8	6.8	7.2
6.8	6.8	7.6	6.8
7.6	7.6	8	7.6
8.8	8.8	8.8	8.4
10.4	10	10	9.6
11.6	11.2	11.2	10.8
12	12	12	11.6
12.4	12	12	12
12	11.6	12	12
11.2	11.2	11.6	11.6
10.4	10.4	10.8	10.8
9.2	9.6	10	10
8.4	8.8	9.2	9.2
7.6	8	8.4	8.4
6.8	7.2	7.6	7.6
6.4	6.4	6.8	6.8
5.6	6	6.4	6
5.2	5.6	6	5.6
4.8	5.2	5.6	5.2
5.2	5.2	5.2	4.8
5.2	5.2	5.2	4.8
5.2	5.2	5.6	5.2
6	5.6	6	5.6
6.8	6.8	6.8	6.4
8.4	8	8	7.6
10	9.6	9.6	9.2
10.8	10.4	10.4	10.4
11.6	11.2	11.2	11.2
11.6	11.6	11.6	11.6
11.2	11.2	11.6	11.6
10.8	10.8	10.8	11.2
10	10	10.4	10.8
8.8	9.2	9.6	10
8	8.4	8.8	9.2
7.2	7.6	8	8
6.8	7.2	7.6	7.6
6.4	6.8	6.8	6.8
6	6.4	6.4	6.4
5.6	6	6	6.4
5.6	6	6	6.4
5.6	6	6	6
6	6	6	6
6.8	6.8	6.8	6.4
8	8	7.6	7.2
9.2	8.8	8.8	8.4
10.4	10	10	9.6
10.8	10.8	10.8	10.8
11.2	11.2	11.2	11.2
10.8	10.8	11.2	11.2
10	10.4	10.8	10.8
8.8	9.2	10	10
8	8.4	9.2	8.8
7.2	7.2	8	8
6.4	6.4	7.2	7.2
5.6	5.6	6.4	6
5.2	5.2	5.6	5.2
4.8	4.8	5.2	4.8
4.8	4.8	4.8	4.8
4.8	4.8	4.8	4.8
5.2	4.8	4.8	4.8
5.6	5.2	5.2	5.2
6.4	6	5.6	5.6
7.6	7.2	6.8	6.8
8.8	8.4	8	8
9.6	9.2	9.2	9.2
11.2	10.8	10.8	10.8
10.8	10.4	10.4	10.8
10	9.6	10	10.4
8.8	8.8	9.2	10
8	8	8.8	9.2
7.2	7.6	8	8
6.8	7.2	7.2	7.2
6	6.4	6.4	6.4
5.6	6	6	6
5.2	5.6	5.6	5.6
5.2	5.6	5.6	5.6
5.2	5.6	5.6	5.6
5.6	5.6	5.6	5.6
6	6	6	5.6
7.2	6.8	6.8	6.4
8	8	7.6	7.6
8.8	8.8	8.8	8.4
9.2	9.2	9.2	9.2
9.2	9.2	9.2	9.6
8.8	8.8	8.8	9.2
8	8.4	8.4	8.8
7.2	7.6	8	8
6.4	6.8	7.2	7.2
5.6	6	6.4	6.4
5.2	5.6	5.6	5.6
4.8	5.2	5.2	5.2
4.4	4.8	4.8	4.8
4.4	4.8	4.8	4.4
4.4	4.8	4.8	4.4
4.8	4.8	4.8	4.4
5.2	5.2	5.2	4.8
6.4	6	6	5.6
7.6	7.2	6.8	6.8
8.4	8	8	8
9.2	8.4	8.8	8.8
9.2	8.8	8.8	9.2
8.8	8.4	8.8	9.2
8	8	8.4	8.4
7.2	7.2	7.6	7.6
6.4	6.4	6.8	6.8
6	6	6.4	6.4
5.6	5.6	6	5.6
5.2	5.2	5.6	5.2
4.8	4.8	5.2	4.8
4.8	4.8	4.8	4.8
4.8	4.8	4.8	4.8
5.2	5.2	5.2	5.2
6	5.6	5.6	5.6
7.2	6.8	6.8	6.8
8	7.6	7.6	7.6
8.4	8.4	8.4	8.4
8.4	8.4	8.8	8.8
8	8.4	8.4	8.8
7.2	7.6	8	8
6.4	6.8	7.2	7.2
5.6	6	6.4	6.4
5.2	5.2	5.6	5.6
4.4	4.8	5.2	4.8
4.4	4.4	4.8	4.4
4	4	4.4	4
4.4	4.4	4.4	4
4.4	4.4	4.4	4
5.2	4.8	4.8	4.4
5.6	5.6	5.2	5.2
7.2	6.8	6.8	6.4
8	7.6	7.6	7.2
8.4	8	8	8
8	8	8	8
7.6	7.6	7.6	8
6.8	6.8	6.8	7.6
6	6.4	6.4	6.8
5.6	5.6	5.6	6
5.2	5.2	5.2	5.2
4.8	4.8	4.8	4.8
4.4	4.8	4.8	4.8
4.4	4.4	4.4	4.8
4.4	4.4	4.4	4.8
4.8	4.8	4.8	4.8
5.6	5.2	5.2	5.2
6.4	6	6	5.6
7.2	7.2	7.2	6.8
7.6	7.6	7.6	7.6
7.2	7.6	7.6	7.6
6.8	7.2	7.2	7.2
6	6.4	6.8	6.8
5.2	5.6	6	6
4.8	4.8	5.2	5.2
4.4	4.4	4.4	4.4
4	4	4	4
4	4	4	3.6
4	4	4	3.6
4.4	4	4	3.6
4.8	4.4	4.4	4
5.6	5.2	5.2	4.8
6.4	6	6	6
7.2	6.8	6.8	6.8
7.2	7.2	7.2	7.2
6.8	6.8	6.8	7.2
6.4	6.4	6.4	6.8
5.6	5.6	5.6	6
5.2	5.2	5.2	5.2
4.8	4.8	4.8	4.8
4.4	4.4	4.8	4.8
4	4.4	4.4	4.8
4	4.4	4.4	4.4
4	4.4	4.4	4
4.4	4.8	4.8	4.4
5.2	5.2	5.2	4.8
6	6	6	5.6
6.8	6.4	6.8	6.4
6.8	6.8	7.2	6.8
6.4	6.4	7.2	6.8
6	6	6.4	6.4
5.2	5.2	5.6	5.6
4.4	4.8	4.8	4.8
4	4.4	4.4	4.4
4	4	4	4
3.6	4	4	3.6
3.6	3.6	4	3.6
3.6	3.6	4	3.6
4.4	4	4.4	3.6
4.8	4.8	4.8	4.4
5.6	5.6	5.6	5.2
6.4	6	6	6
6.4	6	6	6.4
6	6	6	6.4
5.2	5.6	5.6	6
4.8	5.2	5.2	5.2
4.4	4.8	4.8	4.8
4	4.4	4.4	4.4
4	4	4.4	4
4	4	4	4
4	4	4	4
4	4	4	4
4.4	4.4	4.4	4.4
5.2	5.2	5.2	5.2
5.6	5.6	5.6	5.6
6	6	6	6
6	6	6	6
5.2	5.2	5.6	5.6
4.8	4.8	5.2	5.2
4	4	4.4	4.4
3.6	3.6	4	4
3.2	3.2	3.6	3.6
3.2	3.2	3.2	3.2
3.2	3.2	3.2	3.2
3.6	3.6	3.2	3.2
4	4	3.6	3.6
4.8	4.8	4.4	4.4
5.6	5.2	5.2	5.2
5.6	5.6	5.6	5.6
5.6	5.6	5.6	5.6
5.2	5.2	5.2	5.2
4.8	4.8	4.8	4.8
4.4	4.4	4.4	4.4
4	4	4	4
4	4	4	4
3.6	4	4	4
3.6	4	4	4
3.6	4	4	4
4.4	4.4	4.4	4.4
4.8	4.8	4.8	4.8
5.2	5.2	5.2	5.2
5.2	5.2	5.6	5.2
5.2	5.2	5.2	5.2
4.4	4.8	4.8	4.8
4	4.4	4.4	4.4
3.6	4	4	4
3.2	3.6	3.6	3.2
3.2	3.2	3.2	2.8
3.2	3.2	3.2	2.8
3.2	3.2	3.2	2.8
3.6	3.6	3.6	3.2
4	4	4	3.6
4.8	4.8	4.8	4.4
5.2	5.2	5.2	4.8
5.2	5.2	5.2	5.2
4.4	4.8	4.8	4.8
4	4.4	4.4	4.4
3.6	4	4	4
3.6	4	4	3.6
3.6	3.6	3.6	3.2
3.6	3.6	3.6	3.2
3.2	3.6	3.6	3.2
3.6	3.6	3.6	3.6
4	4	4	4
4.4	4.4	4.8	4.4
4.8	4.8	5.2	4.8
4.8	4.8	5.2	5.2
4.4	4.4	4.8	4.8
4	4	4.4	4.4
3.6	3.6	4	4
3.2	3.2	3.2	3.2
2.8	2.8	2.8	2.8
2.8	2.8	2.8	2.8
2.8	2.8	2.8	2.8
3.2	3.2	3.2	2.8
3.6	3.6	3.6	3.2
4	4	4.4	4
4.4	4.4	4.8	4.4
4.4	4.4	4.8	4.4
4	4	4.4	4.4
3.6	3.6	4	4
3.2	3.2	3.6	3.6
3.2	3.2	3.2	3.2
3.2	3.2	3.2	3.2
3.2	3.2	3.2	3.2
3.2	3.2	3.2	3.2
3.2	3.6	3.2	3.2
3.6	4	3.6	3.6
4	4.4	4.4	4
4.4	4.4	4.4	4.4
4.4	4.4	4.4	4.4
4	4	4	4
3.6	3.6	3.6	3.6
3.2	3.2	3.2	3.2
2.8	2.8	3.2	2.8
2.8	2.8	2.8	2.4
2.8	2.8	2.8	2.8
2.8	2.8	2.8	2.8
3.2	3.2	3.2	3.2
4	3.6	3.6	3.6
4.4	4	4	4
4	4.4	4.4	4.4
4	4	4	4
3.6	3.6	3.6	3.6
3.2	3.2	3.2	3.2
3.2	3.2	3.2	3.2
3.2	3.2	3.2	3.2
3.2	3.2	3.2	3.2
3.2	3.2	3.2	3.2
3.2	3.2	3.2	3.2
3.6	3.6	3.6	3.6
4	4	4	4
4	4	4.4	4
4	3.6	4	4
3.6	3.2	3.6	3.6
3.2	2.8	3.2	3.2
2.8	2.8	3.2	2.8
2.8	2.8	2.8	2.4
2.8	2.8	2.8	2.4
2.8	2.8	2.8	2.4
3.2	3.2	3.2	2.8
3.6	3.2	3.6	3.2
4	3.6	4	3.6
4	3.6	4	4
3.6	3.6	4	4
3.2	3.2	3.6	3.6
2.8	3.2	3.2	3.2
2.8	2.8	3.2	2.8
2.8	2.8	3.2	2.8
2.8	2.8	2.8	2.8
2.8	2.8	2.8	2.8
3.2	2.8	2.8	2.8
3.6	3.2	3.2	3.2
3.6	3.6	4	3.6
4	4	4.4	4
3.6	3.6	4	3.6
3.2	3.2	3.6	3.2
2.8	2.8	3.2	2.8
2.4	2.8	2.8	2.8
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.8	2.8	2.8	2.8
3.2	3.2	3.2	3.2
3.6	3.6	3.6	3.6
3.6	3.6	3.6	3.6
3.2	3.2	3.6	3.6
2.8	2.8	3.2	3.2
2.8	2.8	2.8	2.8
2.8	2.8	2.8	2.8
2.8	2.8	2.8	2.8
2.8	2.8	2.8	2.8
2.8	2.8	2.8	2.8
3.2	3.2	3.2	2.8
3.2	3.6	3.6	3.2
3.2	3.6	3.6	3.6
3.2	3.2	3.6	3.6
2.8	2.8	3.2	3.2
2.8	2.8	2.8	2.8
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.8	2.8	2.8	2.4
3.2	3.2	3.2	2.8
3.2	3.2	3.2	3.2
3.2	3.2	3.2	3.2
2.8	3.2	3.2	3.2
2.8	3.2	2.8	2.8
2.4	2.8	2.8	2.8
2.4	2.8	2.8	2.8
2.4	2.8	2.8	2.8
2.4	2.8	2.8	2.8
2.4	2.8	2.8	2.8
2.8	3.2	3.2	2.8
2.8	3.2	3.2	3.2
2.8	3.2	3.2	3.2
2.8	2.8	3.2	3.2
2.4	2.8	2.8	2.8
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.8	2.8	2.8	2.8
2.8	2.8	3.2	2.8
3.2	2.8	3.2	2.8
2.8	2.8	2.8	2.8
2.8	2.4	2.8	2.8
2.8	2.4	2.8	2.8
2.8	2.4	2.8	2.8
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.8	2.8	2.8	2.8
2.8	2.8	2.8	2.8
2.8	2.8	2.8	2.8
2.8	2.8	2.8	2.8
2.4	2.8	2.4	2.8
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.8	2.8	2.8	2.8
2.8	2.8	2.8	2.8
2.8	2.8	2.8	2.8
2.4	2.8	2.8	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.8	2.4	2.4
2.4	2.8	2.8	2.4
2.4	2.8	2.8	2.8
2.4	2.8	2.8	2.8
2.4	2.8	2.8	2.8
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.8	2.4	2.4
2.4	2.8	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2	2.4	2.4	2.4
2	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2.4
2.4	2.4	2.4	2
2.4	2.4	2.4	2
2.4	2.4	2.4	2
2.4	2.4	2.4	2
2.4	2.4	2	2
2.4	2.4	2	2
2	2.4	2	2
2	2.4	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2.4	2.4	2	2
2.4	2.4	2	2
2.4	2.4	2	2
2.4	2.4	2	1.6
2.4	2.4	2	1.6
2	2.4	2	1.6
2	2.4	2	1.6
2	2.4	2	1.6
2	2.4	2	1.6
2	2.4	2	1.6
2	2.4	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	2
1.6	2	2	2
1.6	2	2	2
1.6	2	2	2
1.6	2	2	2
1.6	2	2	2
1.6	2	2	2
1.6	2	2	2
1.6	2	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	2	2
1.6	1.6	1.6	1.6
1.6	1.6	2	1.6
1.6	1.6	2	1.6
1.6	1.6	2	1.6
1.6	1.6	2	1.6
1.6	2	2	1.6
1.6	2	2	1.6
1.6	2	2	1.6
1.6	2	2	1.6
1.6	2	2	1.6
1.6	2	2	1.6
1.6	2	2	1.6
1.6	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	2
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
2	2	2	1.6
